,JoiningYear,PaymentTier,Age,ExperienceInCurrentDomain,Education_Bachelors,Education_Masters,Education_PHD,City_Bangalore,City_New Delhi,City_Pune,Gender_Female,Gender_Male,EverBenched_No,EverBenched_Yes
1079,2018,3,27,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1080,2014,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1081,2012,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1082,2012,3,28,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1083,2017,2,26,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1084,2013,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1085,2018,3,24,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1086,2016,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1087,2013,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1088,2016,3,28,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1089,2017,2,27,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1090,2018,2,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1091,2014,3,28,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1092,2017,3,25,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1093,2017,3,26,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1094,2015,2,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1095,2013,3,27,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1096,2017,1,26,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1097,2013,3,27,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1098,2012,3,28,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1099,2017,2,27,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1100,2017,3,26,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1101,2013,3,28,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1102,2012,3,27,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1103,2017,2,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1104,2017,3,25,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1105,2018,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1106,2016,3,28,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1107,2017,3,28,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1108,2014,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1109,2016,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1110,2014,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1111,2013,3,26,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1112,2012,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1113,2018,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1114,2017,1,26,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1115,2015,3,28,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1116,2013,3,28,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1117,2012,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1118,2013,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1119,2013,2,27,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1120,2016,3,24,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1121,2015,2,28,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1122,2015,2,25,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1123,2014,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1124,2017,3,27,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1125,2012,3,26,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1126,2013,3,28,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1127,2012,3,28,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1128,2015,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1129,2016,1,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1130,2017,2,28,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1131,2017,2,25,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1132,2017,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1133,2013,3,28,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1134,2014,3,27,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1135,2016,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1136,2018,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1137,2012,3,28,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1138,2013,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1139,2014,3,28,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1140,2017,2,28,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1141,2012,1,27,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1142,2017,2,27,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1143,2014,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1144,2013,3,27,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1145,2015,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1146,2017,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1147,2012,3,24,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1148,2013,2,25,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1149,2017,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1150,2018,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1151,2013,3,25,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1152,2013,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1153,2015,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1154,2014,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1155,2012,3,26,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1156,2015,3,25,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1157,2017,2,26,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1158,2013,3,28,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1159,2016,2,28,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1160,2012,3,24,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1161,2015,3,28,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1162,2017,1,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1163,2017,2,28,4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1164,2017,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1165,2016,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1166,2015,3,28,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1167,2016,3,28,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1168,2018,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1169,2015,3,28,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1170,2014,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1171,2013,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1172,2015,1,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1173,2012,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1174,2012,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1175,2015,3,28,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1176,2017,2,24,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1177,2014,3,28,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1178,2017,2,24,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1179,2014,3,26,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1180,2015,2,28,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1181,2013,2,28,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1182,2013,1,28,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1183,2015,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1184,2015,3,28,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1185,2013,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1186,2018,3,28,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1187,2012,3,28,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1188,2014,3,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1189,2018,3,24,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1190,2018,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1191,2017,2,25,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1192,2014,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1193,2012,3,26,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1194,2014,3,26,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1195,2014,3,28,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1196,2018,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1197,2013,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1198,2013,2,25,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1199,2018,3,25,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1200,2013,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1201,2014,3,28,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1202,2017,3,24,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1203,2017,2,27,5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1204,2012,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1205,2017,3,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1206,2017,2,28,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1207,2017,2,25,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1208,2017,3,25,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1209,2017,2,24,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1210,2013,3,27,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1211,2016,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1212,2015,2,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1213,2014,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1214,2012,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1215,2016,2,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1216,2017,2,28,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1217,2017,3,24,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1218,2017,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1219,2018,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1220,2017,2,28,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1221,2015,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1222,2018,3,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1223,2013,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1224,2016,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1225,2018,3,28,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1226,2016,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1227,2017,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1228,2012,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1229,2016,3,27,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1230,2017,2,25,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1231,2015,3,28,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1232,2013,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1233,2017,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1234,2015,2,24,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1235,2017,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1236,2016,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1237,2018,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1238,2015,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1239,2014,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1240,2012,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1241,2013,3,27,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1242,2015,1,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1243,2017,2,25,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1244,2015,3,28,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1245,2015,3,28,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1246,2016,3,28,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1247,2013,3,24,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1248,2014,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1249,2015,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1250,2017,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1251,2014,3,26,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1252,2013,3,27,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1253,2016,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1254,2016,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1255,2013,2,28,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1256,2017,2,24,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1257,2017,2,24,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1258,2015,2,24,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1259,2014,3,26,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1260,2016,2,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1261,2017,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1262,2017,2,26,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1263,2016,1,25,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1264,2014,1,25,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1265,2013,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1266,2014,3,24,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1267,2015,2,28,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1268,2014,3,28,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1269,2015,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1270,2014,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1271,2018,3,26,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1272,2015,2,28,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1273,2013,3,28,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1274,2014,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1275,2015,2,26,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1276,2016,3,27,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1277,2014,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1278,2017,3,24,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1279,2014,3,25,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1280,2015,3,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1281,2017,2,28,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1282,2017,3,25,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1283,2012,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1284,2016,3,25,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1285,2015,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1286,2014,3,27,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1287,2015,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1288,2014,3,25,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1289,2017,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1290,2017,3,24,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1291,2012,3,28,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1292,2014,1,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1293,2017,3,28,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1294,2015,1,25,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1295,2015,2,24,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1296,2017,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1297,2015,3,28,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1298,2016,3,28,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1299,2013,3,28,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1300,2017,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1301,2015,3,25,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1302,2012,3,28,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1303,2012,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1304,2012,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1305,2017,3,25,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1306,2017,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1307,2012,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1308,2017,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1309,2017,2,25,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1310,2015,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1311,2013,3,26,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1312,2017,3,25,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1313,2014,3,28,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1314,2016,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1315,2018,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1316,2012,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1317,2017,3,27,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1318,2016,2,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1319,2016,3,28,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1320,2017,2,27,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1321,2016,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1322,2013,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1323,2017,2,25,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1324,2015,3,24,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1325,2012,3,25,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1326,2017,3,27,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1327,2014,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1328,2017,3,28,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1329,2016,3,25,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1330,2014,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1331,2012,3,27,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1332,2012,3,25,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1333,2015,3,27,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1334,2014,3,24,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1335,2015,2,27,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1336,2014,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1337,2015,3,25,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1338,2018,3,26,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1339,2017,2,26,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1340,2014,2,24,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1341,2013,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1342,2017,2,27,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1343,2012,3,28,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1344,2012,3,26,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1345,2014,3,27,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
